2.73743768035457,2.71884783755799,2.73585181750838,2.74003957280868
2.73689033795459,2.72202017679375,2.73561101869002,2.73896144382498
2.73633843491959,2.72518902385657,2.73537062123408,2.73788128976991
2.73578196771775,2.72835875812943,2.73513237859874,2.73680465483411
2.73522095967854,2.73152947779939,2.73489010490152,2.73573152952241
2.73465539497768,2.73469128345495,2.73464774188746,2.73465154991649
2.7340852742374,2.73785282460559,2.73440890798762,2.73357432462917
2.73351060108581,2.74101549080174,2.73416624771142,2.73250060876008
2.73293137295694,2.74417465561652,2.73392451521788,2.7314263347288
2.73234759571402,2.74732808053251,2.73368563940969,2.73034853966947
2.73175927951623,2.75048277852801,2.73344653571872,2.72927425476097
